,gene,label,ST
1589,NEBL,NRPs_like_SHHb4,0.0003076359
473,UBE2G1,GRPs_like_TYR2,0.0003074359
2035,SIM2,OPCs_like_MYC2,0.0003062577
1365,DOCK7,NRPs_like_SHHb3,0.00030617137
1271,LAMA4,NRPs_like_SHHb1,0.00030554633
286,IQSEC1,Fibroblast-like,0.00030530128
309,SLC23A2,GABAergic,0.000305216
1571,BICD1,NRPs_like_SHHb4,0.00030515587
973,ITFG1,IPCs_like_SHHa5,0.00030431684
500,MFSD14B,GRPs_like_TYR2,0.0003038692
837,MAP3K4,IPCs_like_SHHa2,0.00030334783
786,MBTD1,IPCs_like_SHHa2,0.00030274194
1789,GBF1,OPCs_like_MYC1,0.0003025457
412,SPRY1,GRPs_like_TYR1,0.0003025257
1189,GRB2,Microglia,0.00030242448
115,REEP3,Dopaminergic,0.0003018151
1981,GOLPH3,OPCs_like_MYC2,0.00030174045
2391,NRP2,OPCs_like_MYC5,0.00030084592
2410,GOLGB1,OPCs_like_MYC6,0.00030080398
391,TTC19,GRPs_like_TYR1,0.00030079545
1441,CYB5B,NRPs_like_SHHb3,0.0003003581
1730,EDIL3,OLs,0.00030033113
2712,ARNT2,Pre_OLs,0.00030007967
2082,DNM3OS,OPCs_like_MYC3,0.0002999251
1953,HTT,OPCs_like_MYC2,0.00029961605
839,UNK,IPCs_like_SHHa2,0.00029881098
567,AP1G1,GRPs_like_TYR2,0.00029875487
1785,ZNF326,OPCs_like_MYC1,0.00029799857
1152,RAPGEF1,Microglia,0.00029788222
439,IBTK,GRPs_like_TYR1,0.00029611067
423,DNAJC15,GRPs_like_TYR1,0.00029596867
858,MPP5,IPCs_like_SHHa2,0.00029553185
2615,ICE2,OPCs_like_MYC7,0.00029535434
37,RGS20,Astrocytes,0.00029532448
1108,FOXN3,Microglia,0.0002949625
1063,WDR17,ImmatureNeurons_like_SHHa3,0.00029485908
631,NSD1,GRPs_like_TYR3,0.00029485545
373,SDK1,GRPs_like_TYR1,0.00029475085
2708,CAMSAP2,Pre_OLs,0.00029467136
1986,BMP5,OPCs_like_MYC2,0.00029456965
555,NHSL1,GRPs_like_TYR2,0.00029425856
211,ABLIM1,Dopaminergic,0.00029414915
2007,CASC15,OPCs_like_MYC2,0.0002938463
1137,MGAT5,Microglia,0.00029358218
2610,PKN2,OPCs_like_MYC7,0.00029332054
2258,RNF38,OPCs_like_MYC4,0.0002931523
2601,PHF3,OPCs_like_MYC7,0.0002926182
1694,FMNL2,OLs,0.0002924976
655,STK33,GRPs_like_TYR3,0.00029181005
1790,TBC1D5,OPCs_like_MYC1,0.00029171907
1516,SLC22A23,NRPs_like_SHHb4,0.0002916989
1306,HS2ST1,NRPs_like_SHHb2,0.0002914798
2166,ANK2,OPCs_like_MYC3,0.00029048952
952,RSF1,IPCs_like_SHHa5,0.00028889216
325,WNK2,GABAergic,0.00028886186
1794,P4HA1,OPCs_like_MYC1,0.0002884444
2635,GCFC2,OPCs_like_MYC7,0.00028835703
904,BX890604.2,IPCs_like_SHHa2,0.00028826908
1364,PSMD1,NRPs_like_SHHb3,0.00028789442
643,AFF4,GRPs_like_TYR3,0.0002877878
1691,LAMP2,OLs,0.00028727515
862,INTU,IPCs_like_SHHa2,0.0002871364
522,ULK2,GRPs_like_TYR2,0.00028707227
2273,AIG1,OPCs_like_MYC4,0.00028696342
1765,TTLL7,OLs,0.0002867547
2230,MIR99AHG,OPCs_like_MYC4,0.00028669497
490,SASH1,GRPs_like_TYR2,0.00028633402
2663,SERP1,OPCs_like_MYC7,0.0002860409
292,ARHGEF12,Fibroblast-like,0.0002858166
664,GLCCI1,GRPs_like_TYR3,0.00028540316
2085,ENOSF1,OPCs_like_MYC3,0.00028530866
842,MPHOSPH9,IPCs_like_SHHa2,0.00028504993
1707,FRMD4B,OLs,0.00028418947
560,ADSS,GRPs_like_TYR2,0.00028417446
782,TFCP2,IPCs_like_SHHa2,0.00028347253
43,NEAT1,Astrocytes,0.00028305556
356,ATP1B1,GABAergic,0.00028283425
16,MKLN1,Astrocytes,0.000282704
1535,FBXW2,NRPs_like_SHHb4,0.00028232703
2108,TLK1,OPCs_like_MYC3,0.00028201216
294,PTEN,Fibroblast-like,0.00028194083
2078,GPATCH8,OPCs_like_MYC3,0.00028076052
1159,RAB31,Microglia,0.0002805813
19,NAV2,Astrocytes,0.00028044148
1975,PPA2,OPCs_like_MYC2,0.00027949395
1819,SCFD1,OPCs_like_MYC1,0.0002769998
23,ASPH,Astrocytes,0.000276844
516,CEP78,GRPs_like_TYR2,0.00027683936
565,RAVER2,GRPs_like_TYR2,0.0002764581
2102,ECPAS,OPCs_like_MYC3,0.00027630106
1488,RRBP1,NRPs_like_SHHb4,0.0002761457
1549,ASPM,NRPs_like_SHHb4,0.0002761279
699,CIT,Glutamatergic,0.00027504016
1807,SUCO,OPCs_like_MYC1,0.00027482994
2279,TLE1,OPCs_like_MYC4,0.00027479668
235,CAMKK2,Dopaminergic,0.00027374818
2733,AGAP1,Pre_OLs,0.00027365758
2643,RYK,OPCs_like_MYC7,0.00027329384
585,LARP4B,GRPs_like_TYR2,0.0002731965
489,ABCE1,GRPs_like_TYR2,0.0002730231
793,PHACTR4,IPCs_like_SHHa2,0.00027293895
1799,MICU2,OPCs_like_MYC1,0.00027244017
121,GLS,Dopaminergic,0.00027210265
1481,SGCE,NRPs_like_SHHb4,0.00027206176
1183,GNAQ,Microglia,0.00027157518
985,ARHGAP5,IPCs_like_SHHa5,0.00027130925
2370,GPC3,OPCs_like_MYC5,0.00027117072
1641,FAR1,OLs,0.00027073873
2154,SH3PXD2B,OPCs_like_MYC3,0.00027073122
1968,RGS12,OPCs_like_MYC2,0.00027020386
140,C1orf21,Dopaminergic,0.00026949056
1166,FKBP5,Microglia,0.00026933968
2322,SCMH1,OPCs_like_MYC5,0.00026851363
1812,TPP2,OPCs_like_MYC1,0.00026827824
166,HECTD4,Dopaminergic,0.0002674642
1461,DDAH1,NRPs_like_SHHb3,0.00026731676
1883,MAP2K6,OPCs_like_MYC1,0.00026658655
2357,OSBPL8,OPCs_like_MYC5,0.00026604196
538,SEC22B,GRPs_like_TYR2,0.00026599359
1338,GTF2F2,NRPs_like_SHHb2,0.00026579862
713,PTPRD,Glutamatergic,0.00026569437
2149,MAGI1,OPCs_like_MYC3,0.00026508787
1407,PCDH9,NRPs_like_SHHb3,0.00026480324
496,STX18,GRPs_like_TYR2,0.00026469145
527,CRLS1,GRPs_like_TYR2,0.00026462387
425,SMAD3,GRPs_like_TYR1,0.0002646173
2173,ARHGAP28,OPCs_like_MYC3,0.00026451846
1897,ST7,OPCs_like_MYC1,0.00026418755
1779,URI1,OPCs_like_MYC1,0.00026369546
1182,SRGAP2,Microglia,0.00026352415
1328,NAB1,NRPs_like_SHHb2,0.00026342485
1005,UBA6,IPCs_like_SHHa5,0.00026337494
1497,NBAS,NRPs_like_SHHb4,0.00026302834
1822,ACSL3,OPCs_like_MYC1,0.00026255532
2500,ATP6V1E1,OPCs_like_MYC6,0.00026247668
1506,PDXK,NRPs_like_SHHb4,0.00026223683
634,ARIH1,GRPs_like_TYR3,0.00026160237
1343,SLC4A7,NRPs_like_SHHb2,0.00026146395
475,VPS41,GRPs_like_TYR2,0.00026093228
1116,C20orf194,Microglia,0.0002607876
1174,STX7,Microglia,0.0002597802
1857,FAM171B,OPCs_like_MYC1,0.00025962366
161,STMN2,Dopaminergic,0.00025949278
289,UACA,Fibroblast-like,0.00025947325
2254,PDE4D,OPCs_like_MYC4,0.00025935992
660,SLC35F5,GRPs_like_TYR3,0.0002587642
1991,WDR75,OPCs_like_MYC2,0.0002584688
2295,SESN3,OPCs_like_MYC4,0.00025824396
968,AHCTF1,IPCs_like_SHHa5,0.00025817694
2156,KAT6B,OPCs_like_MYC3,0.00025700568
2693,MAP3K7,OPCs_like_MYC7,0.000256828
1737,ABCA2,OLs,0.00025665894
2685,ZC3H15,OPCs_like_MYC7,0.00025620783
1029,CDH10,ImmatureNeurons_like_SHHa3,0.00025536714
436,LRRFIP2,GRPs_like_TYR1,0.00025520285
2196,AQR,OPCs_like_MYC3,0.00025492205
1484,B4GALT5,NRPs_like_SHHb4,0.0002546468
960,ZNF91,IPCs_like_SHHa5,0.00025462246
1206,RNASET2,Microglia,0.00025453506
1862,RAB18,OPCs_like_MYC1,0.00025446797
2140,LYRM4,OPCs_like_MYC3,0.00025438995
1778,CBLB,OPCs_like_MYC1,0.00025437292
509,LONP2,GRPs_like_TYR2,0.00025386937
993,LMBR1,IPCs_like_SHHa5,0.00025374515
1494,CASK,NRPs_like_SHHb4,0.00025344247
492,LRRC37B,GRPs_like_TYR2,0.00025288257
1240,ITPR2,NRPs_like_SHHb1,0.00025267378
1985,PSMD14,OPCs_like_MYC2,0.00025190663
186,MCF2L,Dopaminergic,0.0002518763
267,LHFPL6,Fibroblast-like,0.00025157252
1679,CDK19,OLs,0.00025144775
2079,CBR4,OPCs_like_MYC3,0.0002511672
2142,AMD1,OPCs_like_MYC3,0.00025103876
1383,OFD1,NRPs_like_SHHb3,0.00025066317
1537,RBMS1,NRPs_like_SHHb4,0.00025000278
1391,WWTR1,NRPs_like_SHHb3,0.00024973857
1323,MOB1B,NRPs_like_SHHb2,0.000249625
2241,FBXW7,OPCs_like_MYC4,0.0002495864
2053,PARD3,OPCs_like_MYC2,0.00024899608
174,ELAVL3,Dopaminergic,0.0002487527
1228,FUT8,NRPs_like_SHHb1,0.0002482884
2563,KATNBL1,OPCs_like_MYC7,0.00024800858
1519,GREB1L,NRPs_like_SHHb4,0.00024790803
1693,PDE8A,OLs,0.00024752688
387,GPCPD1,GRPs_like_TYR1,0.00024743594
2047,LRBA,OPCs_like_MYC2,0.0002473838
1115,PIAS1,Microglia,0.00024737846
410,LTBP1,GRPs_like_TYR1,0.00024719466
819,CNTRL,IPCs_like_SHHa2,0.00024712912
2324,PDS5B,OPCs_like_MYC5,0.0002470898
2224,WDFY3,OPCs_like_MYC4,0.00024667746
15,PITPNC1,Astrocytes,0.00024661465
578,ZNF521,GRPs_like_TYR2,0.0002459201
607,SLK,GRPs_like_TYR2,0.0002454072
192,DNM1,Dopaminergic,0.00024526223
685,ZC3H13,Glutamatergic,0.00024470556
1759,SLC44A1,OLs,0.0002442009
1420,FTO,NRPs_like_SHHb3,0.00024404237
2117,WDR60,OPCs_like_MYC3,0.00024391653
1658,FRYL,OLs,0.00024386749
1176,ABR,Microglia,0.00024367869
1676,LIMCH1,OLs,0.00024353703
2492,KLHL5,OPCs_like_MYC6,0.00024350816
2674,DDX18,OPCs_like_MYC7,0.00024307317
557,FIGN,GRPs_like_TYR2,0.00024195305
1369,SOS1,NRPs_like_SHHb3,0.00024160261
2157,DLG1,OPCs_like_MYC3,0.00024150591
1077,FHOD3,ImmatureNeurons_like_SHHa3,0.0002413271
690,OSBPL6,Glutamatergic,0.0002411726
2227,GRK3,OPCs_like_MYC4,0.00024075044
2259,KIFAP3,OPCs_like_MYC4,0.00024039957
1192,FAM49B,Microglia,0.00023986155
1460,MAP4K3,NRPs_like_SHHb3,0.00023976371
1339,ADGRG6,NRPs_like_SHHb2,0.00023856657
2017,BCL11A,OPCs_like_MYC2,0.00023854825
298,ITGA1,Fibroblast-like,0.00023838556
2714,SCD5,Pre_OLs,0.00023770775
1558,PKIG,NRPs_like_SHHb4,0.00023687685
476,FOXJ3,GRPs_like_TYR2,0.00023682702
800,MAPK8,IPCs_like_SHHa2,0.0002366847
185,DAB2IP,Dopaminergic,0.00023653875
2609,WWC2,OPCs_like_MYC7,0.00023646886
2095,NAA16,OPCs_like_MYC3,0.00023608681
74,CTNND2,Astrocytes,0.00023606527
511,TSC1,GRPs_like_TYR2,0.00023559056
266,ROCK2,Fibroblast-like,0.00023513116
1938,ZNF248,OPCs_like_MYC2,0.00023511048
1198,SAT1,Microglia,0.0002339143
1451,NT5C2,NRPs_like_SHHb3,0.00023335958
2016,NR2F1-AS1,OPCs_like_MYC2,0.00023308709
1833,HBP1,OPCs_like_MYC1,0.00023258077
957,ATXN2,IPCs_like_SHHa5,0.0002323392
1659,PPP2R2A,OLs,0.00023222352
254,ELMO2,Dopaminergic,0.00023193592
1011,HACE1,IPCs_like_SHHa5,0.00023190363
117,PACSIN2,Dopaminergic,0.00023186694
1,KIAA1958,APCs,0.00023161308
2495,AMOTL1,OPCs_like_MYC6,0.0002311992
811,QSER1,IPCs_like_SHHa2,0.00023023869
922,PRAG1,IPCs_like_SHHa2,0.00023004887
2649,NCOA2,OPCs_like_MYC7,0.00022982605
1362,FAM133B,NRPs_like_SHHb3,0.00022926021
40,SERPINE2,Astrocytes,0.0002289496
1415,HMGXB3,NRPs_like_SHHb3,0.00022866143
815,N4BP2,IPCs_like_SHHa2,0.00022851043
712,LARGE1,Glutamatergic,0.00022850058
2158,CLINT1,OPCs_like_MYC3,0.000227695
2044,COL6A3,OPCs_like_MYC2,0.00022737776
87,CELF2,BMDM,0.00022722191
2603,IWS1,OPCs_like_MYC7,0.00022715049
998,CEP192,IPCs_like_SHHa5,0.00022709892
1179,ST6GAL1,Microglia,0.00022709325
2235,SPATS2L,OPCs_like_MYC4,0.0002270398
2112,FOXP1,OPCs_like_MYC3,0.00022689407
911,CCDC88C,IPCs_like_SHHa2,0.00022637416
2648,SMAD5,OPCs_like_MYC7,0.00022612528
1319,FGF2,NRPs_like_SHHb2,0.00022561001
2491,DACH1,OPCs_like_MYC6,0.0002253861
438,EPB41L5,GRPs_like_TYR1,0.00022527407
1064,PLEKHA6,ImmatureNeurons_like_SHHa3,0.00022492639
921,MARK1,IPCs_like_SHHa2,0.00022486101
1370,ARHGAP12,NRPs_like_SHHb3,0.00022476114
1445,KLHL4,NRPs_like_SHHb3,0.00022467786
1052,MFN1,ImmatureNeurons_like_SHHa3,0.0002237223
989,NEMF,IPCs_like_SHHa5,0.00022352277
426,MVB12B,GRPs_like_TYR1,0.00022304636
2496,OSBPL9,OPCs_like_MYC6,0.00022296871
459,RMST,GRPs_like_TYR1,0.00022291762
1798,TACC2,OPCs_like_MYC1,0.00022284064
851,REV3L,IPCs_like_SHHa2,0.00022279758
864,RUBCN,IPCs_like_SHHa2,0.0002227208
1949,PPP2R5E,OPCs_like_MYC2,0.00022230968
277,ASAP1,Fibroblast-like,0.00022214293
978,PPIG,IPCs_like_SHHa5,0.0002220065
99,MBNL1,BMDM,0.00022194732
1944,ZNF254,OPCs_like_MYC2,0.000221088
1459,HERC4,NRPs_like_SHHb3,0.00022072917
745,ERCC6L2,IPCs/OPCs_like_SHHa1,0.00022028861
2331,ZNF827,OPCs_like_MYC5,0.0002201516
2039,FNBP1,OPCs_like_MYC2,0.00022009776
1788,FRA10AC1,OPCs_like_MYC1,0.0002196738
626,RAB3GAP2,GRPs_like_TYR3,0.00021960337
1107,SPIDR,Microglia,0.00021960335
825,SOX2-OT,IPCs_like_SHHa2,0.00021957325
1800,TENT2,OPCs_like_MYC1,0.00021936881
533,RALBP1,GRPs_like_TYR2,0.00021879788
742,TET2,IPCs/OPCs_like_SHHa1,0.00021855968
1853,UGP2,OPCs_like_MYC1,0.00021846546
570,UBA5,GRPs_like_TYR2,0.00021789037
2126,SLF1,OPCs_like_MYC3,0.00021788594
1357,ARFGEF1,NRPs_like_SHHb3,0.00021774149
271,CCNY,Fibroblast-like,0.0002174916
2100,ANO6,OPCs_like_MYC3,0.00021704643
1636,ANKIB1,OLs,0.00021665754
620,PTPRM,GRPs_like_TYR2,0.00021636942
1635,GSN,OLs,0.00021619414
1429,SCG2,NRPs_like_SHHb3,0.00021613929
2281,PRKAR2B,OPCs_like_MYC4,0.00021578021
2070,PALLD,OPCs_like_MYC3,0.00021576427
1606,PCDH7,NRPs_like_SHHb4,0.00021543291
519,TWSG1,GRPs_like_TYR2,0.0002152873
2561,HIBCH,OPCs_like_MYC7,0.000215088
586,UTP6,GRPs_like_TYR2,0.00021472262
2503,SEMA3A,OPCs_like_MYC6,0.00021459373
595,DESI2,GRPs_like_TYR2,0.00021444233
1814,ANKRD50,OPCs_like_MYC1,0.00021411828
424,ABCC4,GRPs_like_TYR1,0.00021399456
2505,KLHL22,OPCs_like_MYC6,0.00021371384
1458,XPO4,NRPs_like_SHHb3,0.00021357046
1633,FAM107B,OLs,0.0002135581
1491,ROCK1,NRPs_like_SHHb4,0.000213507
801,ZNF37A,IPCs_like_SHHa2,0.00021334433
967,MDN1,IPCs_like_SHHa5,0.0002132396
1127,TNS3,Microglia,0.00021319413
2355,GNB4,OPCs_like_MYC5,0.00021314352
2716,CAMK2D,Pre_OLs,0.00021280882
571,TOM1L2,GRPs_like_TYR2,0.00021258388
2596,RAB3GAP1,OPCs_like_MYC7,0.00021254807
1863,CDYL,OPCs_like_MYC1,0.00021247168
1356,TMEM178A,NRPs_like_SHHb3,0.00021227458
1551,ITGB5,NRPs_like_SHHb4,0.00021161111
1411,PPP1R12A,NRPs_like_SHHb3,0.00021143713
2439,KCMF1,OPCs_like_MYC6,0.00021129455
93,PCNX1,BMDM,0.00021120653
515,ATP6V1C1,GRPs_like_TYR2,0.00021074203
1059,AHI1,ImmatureNeurons_like_SHHa3,0.00021063026
334,MAP3K13,GABAergic,0.00021049364
1884,ANXA1,OPCs_like_MYC1,0.00021040232
1590,PIK3C2A,NRPs_like_SHHb4,0.00021027167
2130,KRAS,OPCs_like_MYC3,0.0002102218
1504,MAP2K1,NRPs_like_SHHb4,0.00020993236
2263,FAM13B,OPCs_like_MYC4,0.0002098411
956,TRPM7,IPCs_like_SHHa5,0.00020969627
189,SKI,Dopaminergic,0.00020939326
493,MALSU1,GRPs_like_TYR2,0.0002090131
855,DCLK1,IPCs_like_SHHa2,0.00020878226
1646,ARHGEF10,OLs,0.00020873128
468,PYGO1,GRPs_like_TYR1,0.0002080609
1835,VPS54,OPCs_like_MYC1,0.00020795534
1201,DOCK4,Microglia,0.00020795195
869,PSMG4,IPCs_like_SHHa2,0.00020794259
389,PLEKHA7,GRPs_like_TYR1,0.00020790535
2282,PDGFC,OPCs_like_MYC4,0.0002076999
501,CDK14,GRPs_like_TYR2,0.00020762709
959,RB1CC1,IPCs_like_SHHa5,0.00020718438
2419,RALGAPB,OPCs_like_MYC6,0.0002070663
1113,HELZ,Microglia,0.00020667506
1424,AGFG1,NRPs_like_SHHb3,0.00020631922
1128,RNF13,Microglia,0.0002061569
2234,MEIS1,OPCs_like_MYC4,0.00020581226
876,ZC4H2,IPCs_like_SHHa2,0.00020569371
1448,SELENOI,NRPs_like_SHHb3,0.00020542537
2051,SMARCA2,OPCs_like_MYC2,0.00020513087
1408,FEZ2,NRPs_like_SHHb3,0.00020479846
484,TRIT1,GRPs_like_TYR2,0.00020479067
546,FRS2,GRPs_like_TYR2,0.00020463
1320,RFX2,NRPs_like_SHHb2,0.00020455915
2576,FAM120B,OPCs_like_MYC7,0.00020445802
2463,RAB22A,OPCs_like_MYC6,0.00020416631
517,SOCS6,GRPs_like_TYR2,0.00020398453
847,GPM6B,IPCs_like_SHHa2,0.00020388127
1235,KIF21A,NRPs_like_SHHb1,0.00020384513
20,ST8SIA1,Astrocytes,0.00020332544
2509,UFD1,OPCs_like_MYC6,0.00020269434
897,SFRP1,IPCs_like_SHHa2,0.00020265386
2599,EXOC1,OPCs_like_MYC7,0.0002022978
1690,DIP2C,OLs,0.00020186746
1329,PRDM2,NRPs_like_SHHb2,0.0002017577
863,STK39,IPCs_like_SHHa2,0.00020170318
1317,FSD1L,NRPs_like_SHHb2,0.00020110833
2618,MECP2,OPCs_like_MYC7,0.00020100959
1979,GYG2,OPCs_like_MYC2,0.00020075496
981,DNAJC1,IPCs_like_SHHa5,0.00020050173
29,PTPN9,Astrocytes,0.00019979694
531,GFM2,GRPs_like_TYR2,0.00019949031
2570,PMS1,OPCs_like_MYC7,0.00019909024
1653,PKP4,OLs,0.00019905776
146,ARMC8,Dopaminergic,0.00019894658
611,CHN1,GRPs_like_TYR2,0.00019878976
2150,NUP42,OPCs_like_MYC3,0.0001981785
487,DISP1,GRPs_like_TYR2,0.00019791423
744,KDM6A,IPCs/OPCs_like_SHHa1,0.00019779998
2498,EPHA3,OPCs_like_MYC6,0.00019727016
1047,ADAM23,ImmatureNeurons_like_SHHa3,0.00019709344
97,CDC42SE2,BMDM,0.000196881
1158,RB1,Microglia,0.00019686717
2342,AEBP2,OPCs_like_MYC5,0.00019682418
961,ST3GAL3,IPCs_like_SHHa5,0.00019671921
715,SERPINI1,Glutamatergic,0.00019665225
2091,VPS8,OPCs_like_MYC3,0.00019653825
1034,KIF3A,ImmatureNeurons_like_SHHa3,0.00019647811
1838,SMURF2,OPCs_like_MYC1,0.00019635617
1801,DDHD1,OPCs_like_MYC1,0.00019614658
788,RPRD2,IPCs_like_SHHa2,0.00019606823
1477,LCOR,NRPs_like_SHHb4,0.00019563617
1830,PDLIM5,OPCs_like_MYC1,0.00019556558
2667,TBL1X,OPCs_like_MYC7,0.00019542943
828,TET1,IPCs_like_SHHa2,0.00019503955
853,PLCH1,IPCs_like_SHHa2,0.00019472421
1055,PCDH17,ImmatureNeurons_like_SHHa3,0.00019459016
532,CYBRD1,GRPs_like_TYR2,0.00019444186
1129,LIMS1,Microglia,0.00019422313
2476,FBXL5,OPCs_like_MYC6,0.00019401406
42,REPS1,Astrocytes,0.00019383704
2707,NLGN1,Pre_OLs,0.00019383576
1959,WDR43,OPCs_like_MYC2,0.00019374207
1873,ANKRD13A,OPCs_like_MYC1,0.00019268524
2103,RNPC3,OPCs_like_MYC3,0.00019239885
2392,IFT57,OPCs_like_MYC5,0.00019226817
2526,MAGI2-AS3,OPCs_like_MYC6,0.00019220982
222,PCLO,Dopaminergic,0.00019180993
539,UBR3,GRPs_like_TYR2,0.00019147001
568,DCAF5,GRPs_like_TYR2,0.00019121387
1560,SALL3,NRPs_like_SHHb4,0.00019109092
287,ESYT2,Fibroblast-like,0.00019064579
9,MEGF9,Astrocytes,0.00019059356
1539,METAP1,NRPs_like_SHHb4,0.0001905601
2473,PLEKHA1,OPCs_like_MYC6,0.0001901402
1905,BRINP3,OPCs_like_MYC1,0.00018930987
548,BBS4,GRPs_like_TYR2,0.00018929775
1294,DPYD,NRPs_like_SHHb2,0.00018926078
820,RNF19A,IPCs_like_SHHa2,0.00018922733
604,CSRNP3,GRPs_like_TYR2,0.0001890066
1110,MYO5A,Microglia,0.0001889355
792,STOX2,IPCs_like_SHHa2,0.0001888427
1865,STRN3,OPCs_like_MYC1,0.0001888008
1634,FAM53B,OLs,0.00018871533
1525,FAF1,NRPs_like_SHHb4,0.00018864771
2664,ARHGEF11,OPCs_like_MYC7,0.00018773676
1245,SMC5,NRPs_like_SHHb1,0.0001876616
1120,DLEU2,Microglia,0.00018750623
1904,CDC73,OPCs_like_MYC1,0.00018727772
2583,APOLD1,OPCs_like_MYC7,0.0001872103
1185,RNF149,Microglia,0.00018686197
514,NUAK1,GRPs_like_TYR2,0.00018676241
1554,RTTN,NRPs_like_SHHb4,0.00018674757
962,RFX7,IPCs_like_SHHa5,0.00018558714
1617,PLD5,NRPs_like_SHHb4,0.00018554721
2347,PCCA,OPCs_like_MYC5,0.0001853949
1449,NPAS3,NRPs_like_SHHb3,0.0001850493
164,PDE10A,Dopaminergic,0.00018501416
1836,KDM3A,OPCs_like_MYC1,0.00018487334
684,DZIP3,Glutamatergic,0.00018483044
1993,RNF150,OPCs_like_MYC2,0.00018477233
35,SLC20A2,Astrocytes,0.00018467454
2350,VPS13B,OPCs_like_MYC5,0.0001836608
1585,FNDC3B,NRPs_like_SHHb4,0.00018346217
1670,SPATA13,OLs,0.00018337506
273,EXT1,Fibroblast-like,0.00018336509
2116,REV1,OPCs_like_MYC3,0.00018326461
1882,BCHE,OPCs_like_MYC1,0.00018198718
848,PLXNC1,IPCs_like_SHHa2,0.00018193737
536,OTUD4,GRPs_like_TYR2,0.00018171384
2611,TSC22D2,OPCs_like_MYC7,0.00018142283
2365,SNX13,OPCs_like_MYC5,0.00018140937
195,JARID2,Dopaminergic,0.00018118088
311,NBEA,GABAergic,0.00018101955
2422,ASCC3,OPCs_like_MYC6,0.00018078499
1381,PHLPP1,NRPs_like_SHHb3,0.0001807657
1236,MMS22L,NRPs_like_SHHb1,0.00018076073
2152,TDRD3,OPCs_like_MYC3,0.00018040075
704,CCPG1,Glutamatergic,0.00018034819
2658,USPL1,OPCs_like_MYC7,0.00018020887
132,GALNT7,Dopaminergic,0.00018006802
2557,NFE2L2,OPCs_like_MYC7,0.00017959005
26,ABI1,Astrocytes,0.0001795604
1177,ANKS1A,Microglia,0.00017954265
129,ARHGEF10L,Dopaminergic,0.00017939652
1033,TRPC1,ImmatureNeurons_like_SHHa3,0.00017926945
1106,DCC,ImmatureNeurons_like_SHHa3,0.00017916846
1666,LPGAT1,OLs,0.00017898112
299,RASAL2,Fibroblast-like,0.00017891513
1141,ABCA1,Microglia,0.00017836991
662,GOLGA4,GRPs_like_TYR3,0.00017827573
1523,WNT5B,NRPs_like_SHHb4,0.00017762155
683,CCDC92,Glutamatergic,0.00017731826
1914,CECR2,OPCs_like_MYC1,0.00017681601
264,LRRFIP1,Fibroblast-like,0.00017677047
478,ARL8B,GRPs_like_TYR2,0.0001767007
90,MYCBP2,BMDM,0.0001765388
1729,SIK3,OLs,0.00017647477
351,MAPK9,GABAergic,0.0001761794
499,PPFIA1,GRPs_like_TYR2,0.00017616128
752,HMBOX1,IPCs/OPCs_like_SHHa1,0.00017608983
2163,CDC40,OPCs_like_MYC3,0.00017497818
2107,GNA12,OPCs_like_MYC3,0.0001748655
1253,NEGR1,NRPs_like_SHHb1,0.00017472943
1733,MAN2A1,OLs,0.00017453426
1845,TBC1D15,OPCs_like_MYC1,0.00017450866
669,SINHCAF,GRPs_like_TYR3,0.00017428005
2334,RASSF8,OPCs_like_MYC5,0.00017404355
392,OSBPL1A,GRPs_like_TYR1,0.00017399537
2673,SNX14,OPCs_like_MYC7,0.0001737582
949,FBXL17,IPCs_like_SHHa3,0.00017358344
2454,RILPL1,OPCs_like_MYC6,0.00017348731
2497,TXNRD1,OPCs_like_MYC6,0.00017341388
1509,HECTD2,NRPs_like_SHHb4,0.00017321609
838,RCOR1,IPCs_like_SHHa2,0.00017310081
2537,IMPA2,OPCs_like_MYC6,0.0001730715
1823,AC118549.1,OPCs_like_MYC1,0.00017241236
336,HSPH1,GABAergic,0.00017226716
1447,HMCN1,NRPs_like_SHHb3,0.00017152235
1340,RIC8B,NRPs_like_SHHb2,0.00017107002
1989,MFSD4B,OPCs_like_MYC2,0.0001710575
659,AGTPBP1,GRPs_like_TYR3,0.00017060312
806,EMSY,IPCs_like_SHHa2,0.00017041214
2250,MRTFB,OPCs_like_MYC4,0.00017038554
440,SSX2IP,GRPs_like_TYR1,0.00017027553
1657,ELF2,OLs,0.00017018431
1140,CMIP,Microglia,0.0001700615
1498,VAV2,NRPs_like_SHHb4,0.00016970624
826,TRERF1,IPCs_like_SHHa2,0.00016962121
2744,ABHD2,Pre_OLs,0.00016938389
1518,ZNRF1,NRPs_like_SHHb4,0.00016921393
134,ADD2,Dopaminergic,0.00016881104
2723,KIF13A,Pre_OLs,0.00016875858
2713,BTRC,Pre_OLs,0.00016868621
384,ARHGEF9,GRPs_like_TYR1,0.00016844609
1599,DIPK2A,NRPs_like_SHHb4,0.00016839584
638,DENND5B,GRPs_like_TYR3,0.00016826246
2416,CHCHD3,OPCs_like_MYC6,0.00016813925
1337,SLC36A4,NRPs_like_SHHb2,0.00016776292
123,LINC00632,Dopaminergic,0.00016775407
1134,RREB1,Microglia,0.00016767299
594,BRI3BP,GRPs_like_TYR2,0.00016695794
2668,CEP290,OPCs_like_MYC7,0.00016678023
300,EPS8,Fibroblast-like,0.00016659708
983,BRWD3,IPCs_like_SHHa5,0.00016629456
